SampleID	Group	Distance_to_Centroid	PCoA1	PCoA2	PCoA3	PCoA4	PCoA5	PCoA6	PCoA7	PCoA8	PCoA9	PCoA10	PCoA11	PCoA12	PCoA13	PCoA14	PCoA15	PCoA16	PCoA17	PCoA18	PCoA19	PCoA20	PCoA21	PCoA22	PCoA23	PCoA24	PCoA25	PCoA26	PCoA27	PCoA28	PCoA29	PCoA30	PCoA31
31	Medium	0.559149380139943	0.0580521698957144	-0.0388184470494473	0.144242494384306	0.0101727999668722	-0.122639590701235	0.0452967813299848	0.112809013321959	0.0383225542886836	-0.0763485319551398	0.141187604911722	-0.0136765413167925	-0.0617108115993484	-0.221427962856966	0.125091355616415	-0.0325733369432519	0.13205841851678	0.213103884401638	0.0130762457234431	0.151813516367156	-0.0827332509673308	0.0468105755483106	-0.0334743445203513	0.232366829615849	-0.000547810679945592	0.0169246334654328	-0.000665473844776283	-0.0788723004615818	0.0678174067310946	-0.0372870229318062	0.0485920396768742	0.000858950797728584
46	Long	0.531414132898746	0.101843252828259	-0.0931047328983003	0.0609213217702868	-0.07707505380311	-0.159310097596175	-0.0817433480923209	0.0937812957098041	-0.152627253765372	-0.0471471964949479	-0.0294147908205473	0.035255690069639	0.0500428362858768	-0.109546263623258	-0.0332229912894772	0.0633102018527866	0.0687404423985328	-0.203024356294924	0.0369687923296802	-0.0249267778965454	-0.15888848887513	-0.0104877100585606	0.0138839460196462	-0.111978916653446	0.038260323078768	-0.23369094280838	0.0594066914912209	-0.166496497778945	-0.020031516614347	0.0588230426870228	0.0547712772623907	0.0422571164952515
91	Long	0.567912711867765	0.0552747019678077	0.0670588904064523	0.174628802029559	0.175741183834017	-0.214213652122961	0.0178772781064697	-0.140603070382047	0.0048413147300204	0.0752322484922389	0.143833392180908	0.0407897006939724	-0.0502458623317458	-0.0365102335753294	-0.223139209092749	0.0756223888298603	0.127817377447323	-0.117663061190367	0.0910498482931693	0.109860876917759	0.241615936897646	-0.0334977175850972	0.00573990403358938	-0.0108126912383307	-0.00969692873204012	-0.0336689778423377	0.0356203833198906	0.0859702170715876	0.00167139577707331	-0.0411020677498775	-0.00030473480636589	-0.0825900056880413
106	Medium	0.594290961006498	-0.0619236939397196	-0.198775963434515	-0.293536154075314	0.033342010362186	-0.101755263295416	0.0234152364977675	0.0520993404135618	0.123608794718963	0.105932786518567	0.015450109641994	-0.168669761414044	0.216105898880793	-0.127730283665954	0.101213774281833	0.0797265179958939	0.132136052499763	-0.0627199195876709	-0.0399380904554719	-0.0635456878156245	-0.00866322005097134	-0.0329731462861594	-0.107648226934368	0.0492462523892066	0.0733690542017957	0.0115094163736412	0.0397710429134179	0.146493965732276	-0.0724047197609861	0.0702713149365212	-0.0597654662582512	-0.068012255582917
47	Long	0.546008189313823	0.0777159513976301	-0.091568006013377	-0.162315809632149	-0.11831557079904	0.0399095153132892	0.139474559795811	-0.0938313765833308	-0.21042612567099	-0.0353765856393122	0.0899544430049789	0.0258945406934902	0.0636961846039957	0.0191746415379214	-0.0886988448828584	0.209478098263282	-0.0921130417498068	0.0125794740294299	0.126989621256411	-0.00531035138195207	-0.0519105772341185	0.128151691948374	0.101438658675838	0.0732062700855336	-0.0963399484392514	0.15754426693773	0.135059587690008	0.0444322875071542	0.0285810958830599	0.0630022391014956	0.0759771143859041	0.0288079408971786
107	Short	0.347266290908403	0.152334351051042	-0.149948580332744	0.10174379717718	-0.0279104017640824	-0.00697387393759192	0.012635194904358	-0.0683914023254056	0.0497855527252843	-0.0385064771861449	0.0393500462979914	-0.0100004856111827	-0.0747270267948094	-0.0779953000748331	0.0159466306387212	0.0451528938787537	-0.0558463217779165	0.00344277400343243	0.0158436041754503	0.0203919826309673	-0.0273006713039305	-0.0135804299825923	-0.040393724254265	-0.0669615964765485	-0.0591929651554655	0.0962048521146244	0.002739707793118	-0.0305369105491727	-0.289483796407066	-0.105413845790525	-0.114489245297857	0.190468650493606
48	Long	0.496621789140762	0.00139211191972674	-0.314116985347235	0.0397217753961371	0.0261584405389193	-0.0791715464899003	0.0495177349729869	-0.0273201187837185	-0.0740840014899254	-0.058825729781127	0.0225995649677033	0.107142518922502	-0.0743657521275459	0.0908301459943427	-0.0814015307961536	-0.14199152351531	0.00556399442430553	0.15708797188312	0.00224428438442902	-0.0951004409796381	-0.0297660332440489	0.0308494005451305	-0.224691407118068	-0.140236704354011	0.109730738076504	-0.00810289230305205	-0.00381429365689358	0.149764591330876	0.0658006585948393	0.00492661440676964	0.0869131411119766	0.0825194224942842
93	Short	0.490037002585978	0.127427502065804	0.150452027243978	-0.117567231603023	0.0547019367139806	-0.0615171324147383	-0.0390729619032253	-0.110784899668974	-0.127454976948938	0.136726902228893	0.0890713037563926	-0.00659000031173749	0.0225821802247546	-0.114984592942796	-0.0411320314346325	-0.0390453892955819	0.0285813385753809	0.0481909286516713	-0.050117767181129	-0.121095226123243	0.0620535974513082	0.0730486899037337	0.0393825370195722	-0.0174430412776692	0.0161116309693825	0.0565945358193654	-0.302898852424918	-0.0876328238269689	0.0340528061288336	0.109704468125124	-0.028640433199007	0.105479652821825
34	Medium	0.579161015775722	0.00926039864325041	0.0417494596985466	0.073428692357141	0.0993579300056918	-0.186594866304465	0.0734122708824018	0.0311050354935357	0.171567359927522	-0.112001422802499	-0.308680926796283	-0.0417779786108409	0.225447267229155	0.0940407509687839	-0.0989517455969023	0.0416765073805304	-0.153926105972164	-0.000972067789809893	0.0284447443352585	0.072602416862383	0.0371387697916591	0.18452870706228	-0.0660967051293164	0.0534283778846154	0.0462700692574386	0.025369922350291	-0.065002471551231	-0.082346107161612	0.00755751698549851	-0.0126655328207688	0.0100261966395241	0.0162507621004654
49	Long	0.516852085725101	0.078337555394671	-0.045016845426773	0.171945060683404	0.0515167986203851	-0.219665665062045	0.0579162108305206	0.175460187570613	-0.128184343631884	0.0236178514012221	0.0318827567101813	-0.00868770131781214	-0.00167350947826362	0.247388279859421	0.0742795117458243	-0.0826940987837181	-0.0367020610892834	0.0836860484467667	-0.0710422821729383	0.0357060105454692	-0.0459630041983332	-0.0812604931902386	0.0901042957536071	-0.0239589100670554	-0.10833997277368	0.0517438300970962	-0.0137536685065035	0.0158848032966395	-0.09538728419545	0.14486326020211	-0.0659363462715763	-0.139785300896692
