Axis1	Axis2	SampleID	MUESTRA	ID	ZONA	Fecha	No. Campo	Sex	Morfo	LHC	Cola	LT	Regeneración	Ancho_cabeza	Alto_cabeza	Elevación	Peso heces	lat	lon	lat2	lon2	sex	dist_km	dist_category	dist_cat	dist_cat2	estado	estado2	type
-8.30825336167121	-7.43829979527751	31	49	92	C	2024-05-13	1	M	G-AM	74.01	101.67	175.68	0	13.46	8.52	2268	0.029	19.3308	-98.1872	19.33139	-98.185658	M	0.174786206116538	High	Short	Medium	Tlaxcala	Tlaxcala	site
-24.488669926003	-15.4976608624718	46	1	10	C	2024-01-11	10	HG	AM	63.5	36.45	99.95	24.44	11.03	5.44	2548	0.035	19.3658	-98.2786	19.35283	-98.287094	H	1.69717814975477	Medium	Long	Long	Tlaxcala	Tlaxcala	site
10.4832932905841	-3.01983373655553	91	32	122	U	2024-06-12	8	H	AM	57.69	68.24	125.93	0	10.48	6.09	2266	0.022	19.3539	-99.1728	19.35336	-99.17613	H	0.354874735425745	High	Short	Long	Distrito Federal	Puebla and Mexico City	site
5.79453535214177	-2.58919125212004	106	56	91	U	2024-05-02	13	M	G-AM	65.58	96.02	161.6	8.02	13.69	7.48	2291	0.048	19.29	-98.2369	19.2902	-98.239461	M	0.270003233064378	High	Short	Medium	Tlaxcala	Tlaxcala	site
-7.60199678427953	-14.3886652970364	47	2	4	C	2024-01-11	4	H	AM-G	46.73	58.76	105.49	0	10.09	5.78	2538	0.028	19.3969	-98.2989	19.38365	-98.291475	H	1.66836823414702	Medium	Long	Long	Tlaxcala	Tlaxcala	site
22.045444666308	30.7034470676881	92	33	125	U	2024-06-12	11	H	G-AM	63.55	56.27	119.82	22.35	11.95	6.74	2266	0.015	19.3528	-99.1753	19.35336	-99.17613	H	0.107170442529467	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
-36.1462321440443	-30.7749633378399	107	5	28	R	2024-01-16	7	HG	G	63.98	75.05	139.03	0	12.66	7.99	2300	0.043	19.2939	-98.2077	19.29439	-98.20827	H	0.0810057724318229	High	Short	Short	Tlaxcala	Tlaxcala	site
7.85605760816831	-3.13830411141151	33	55	112	C	2024-06-01	3	M	G-AN	61.74	81.44	143.18	0	13.32	7.12	2388	0.076	19.3897	-98.255	19.38359	-98.272194	M	1.9293673122668	Medium	Long	Long	Tlaxcala	Tlaxcala	site
0.126821862245682	-43.2788650284493	48	3	1	C	2024-01-11	1	M	AM-G	72.05	73.22	145.27	39.25	15.28	10.43	2515	0.021	19.3965	-98.2973	19.38365	-98.291475	M	1.55573999301913	Medium	Long	Long	Tlaxcala	Tlaxcala	site
-9.99960078953821	35.6859781148888	93	34	127	U	2024-06-12	13	H	G-AM	60.83	62.33	123.16	0	10.24	6.9	2237	0.025	19.3622	-99.1153	19.3622	-99.1153	H	0	High	Short	Short	Distrito Federal	Puebla and Mexico City	site
15.8383122653558	-16.5927949113223	34	57	77	U	2024-04-10	8	H	G-AM	67.52	75.49	143.01	0	10.87	6.93	2240	0.122	19.3314	-98.215	19.328694	-98.215053	H	0.301281985437791	High	Short	Medium	Tlaxcala	Tlaxcala	site
2.21597669316328	-3.55392634099521	49	4	2	C	2024-01-11	2	HG	AM-G	68.6	45.11	113.71	21.55	11.85	9.37	2515	0.028	19.3964	-98.2972	19.38365	-98.291475	H	1.54138520558399	Medium	Long	Long	Tlaxcala	Tlaxcala	site
2.38489815531864	9.57990538108597	94	37	130	U	2024-06-14	3	H	G-AM	64.02	78.3	142.32	0	11.76	6.62	2320	0.019	19.3231	-99.1928	19.32338	-99.19287	H	0.0320251073897693	High	Short	Short	Distrito Federal	Puebla and Mexico City	site
-20.8795208161257	-32.6939194881395	109	6	23	R	2024-01-16	2	HG	AM-G	62.5	53.93	116.43	23	12.87	8.45	2300	0.049	19.294	-98.2078	19.29439	-98.20827	H	0.065752315485463	High	Short	Short	Tlaxcala	Tlaxcala	site
