Axis1	Axis2	SampleID	MUESTRA	ID	ZONA	Fecha	No. Campo	Sex	Morfo	LHC	Cola	LT	Regeneración	Ancho_cabeza	Alto_cabeza	Elevación	Peso heces	lat	lon	lat2	lon2	sex	dist_km	dist_category	dist_cat	dist_cat2	estado	estado2	type
32.7619337538699	19.63115353665	35	58	149	R	2024-08-25	3	M	G-AN	72.42	97.66	170.08	0	13.67	8.23	2301	0.113	19.2719	-98.2069	19.26945	-98.197803	M	0.994078287982808	High	Medium	Long	Tlaxcala	Tlaxcala	site
14.4587121786785	-1.86769153125248	50	7	12	C	2024-01-11	12	M	AN-G	60.4	77.32	137.72	0	13.94	6.76	2548	0.068	19.3664	-98.2786	19.35283	-98.287094	M	1.75434928497608	Medium	Long	Long	Tlaxcala	Tlaxcala	site
4.1799999043139	-4.14720550685923	95	38	132	U	2024-06-14	5	H	G-AM	65.84	74.65	140.49	0	11.02	6.38	2320	0.031	19.3206	-99.1936	19.32067	-99.19369	H	0.0122518906744398	High	Short	Short	Distrito Federal	Puebla and Mexico City	site
8.84550783360254	-0.692701612424797	36	21	38	R	2024-01-28	1	M	AM	67.37	71.36	138.73	0	13.65	7.59	2459	0.001	19.4297	-98.2075	19.42366	-98.210617	M	0.747769658282513	High	Medium	Long	Tlaxcala	Tlaxcala	site
4.42176379221022	7.24711585796706	96	40	139	U	2024-06-16	4	M	G-AM	71.76	73.5	145.26	33.34	14.1	8.4	2337	0.113	19.3431	-99.0946	19.34051	-99.09577	M	0.313416027786912	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
-53.148044487054	4.90454106028043	111	14	26	R	2024-01-16	5	M	G	58.1	78.76	136.86	0	11.5	7.31	2300	0.018	19.2937	-98.2078	19.29439	-98.20827	M	0.0913147790197162	High	Short	Short	Tlaxcala	Tlaxcala	site
9.30329219763626	3.90939846114816	37	35	128	U	2024-06-14	1	H	G-AM	66.8	42.57	109.37	15.9	11.12	7.11	2320	0.025	19.3206	-99.1937	19.32066	-99.19369	H	0.00676127640979026	High	Short	Short	Distrito Federal	Puebla and Mexico City	site
-7.99162253854442	11.8975759414228	97	41	143	U	2024-06-16	8	H	AN	60.15	71.19	131.34	0	10.88	6.3	2337	0.016	19.3431	-99.0948	19.34051	-99.09577	H	0.30579015542979	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
-73.266008538855	-20.4792648764104	112	15	29	R	2024-01-16	8	H	AM-G	53.37	55.71	109.08	0	9.79	6.17	2300	0.01	19.2939	-98.2076	19.29439	-98.20827	H	0.0890549584858602	High	Short	Short	Tlaxcala	Tlaxcala	site
9.37211500478457	0.614930771246746	98	42	144	U	2024-06-16	9	H	G	51.48	28.94	80.42	14.54	10.07	6.06	2337	0.022	19.3431	-99.0949	19.34052	-99.09577	H	0.3013916679453	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
3.23781904710715	-14.7188363825308	113	11	11	C	2024-01-11	11	HG	AM-G	59.63	41.58	101.21	1	11.7	6.6	2548	0.07	19.3661	-98.2786	19.35283	-98.287094	H	1.7256773337577	Medium	Long	Long	Tlaxcala	Tlaxcala	site
4.12948023665179	-28.4366528796421	39	46	58	C	2024-03-05	9	M	AM	74.75	100.5	175.25	0	14.74	9.4	2350	0.043	19.0278	-98.1133	19.03309	-98.123086	M	1.18631216068034	Medium	Medium	Long	Puebla	Puebla and Mexico City	site
-0.147636119680593	0.210323302736383	99	44	48	U	2024-02-14	5	H	AM	63.08	40.13	103.21	22.34	11.01	8.15	2129	0.012	19.0842	-98.2375	19.08431	-98.237667	H	0.0214149361914839	High	Short	Short	Puebla	Puebla and Mexico City	site
0.456942176082064	-2.80505097466689	114	12	13	C	2024-01-11	13	H	AM-G	59.98	46.15	106.13	27.62	11.71	6.28	2548	0.027	19.3656	-98.2786	19.35283	-98.287094	H	1.67827902410185	Medium	Long	Long	Tlaxcala	Tlaxcala	site
48.821902760714	-35.2707087375218	40	53	86	U	2024-05-02	8	H	G-AN	62.38	68.8	131.18	0	12.23	6.9	2298	0.015	19.2958	-98.2411	19.2954	-98.241197	H	0.0456792058436414	High	Short	Short	Tlaxcala	Tlaxcala	site
-19.4541399448716	-7.87781734004319	55	16	30	R	2024-01-16	9	H	AM-G	59.43	74.38	133.81	0	11.83	7.9	2300	0.018	19.2938	-98.2077	19.29439	-98.20827	H	0.088883499559584	High	Short	Short	Tlaxcala	Tlaxcala	site
4.65229128509826	0.761577603115296	100	45	98	C	2024-05-13	7	H	AM	53.18	43.08	96.26	24.58	11.23	5.51	2277	0.011	19.33	-98.1867	19.33139	-98.185658	H	0.189534052407199	High	Short	Medium	Tlaxcala	Tlaxcala	site
-14.5892315487551	-4.35231157738128	115	17	32	R	2024-01-16	11	H	G	64.54	58.9	123.44	31.4	11.46	6.62	2300	0.022	19.294	-98.2076	19.29439	-98.20827	H	0.0827060097479315	High	Short	Short	Tlaxcala	Tlaxcala	site
73.9736848110431	8.43143786052072	41	54	63	U	2024-03-12	4	M	G-AM	75.43	48.5	123.93	26.29	13.24	8.29	2134	0.105	19.0944	-98.2342	19.09223	-98.234392	M	0.24240620003351	High	Short	Medium	Puebla	Puebla and Mexico City	site
-2.62300341793744	0.285676961461338	56	18	35	R	2024-01-16	14	M	AM	49.84	76.41	126.25	0	11.48	6.45	2304	0.019	19.3018	-98.2441	19.3022	-98.244275	M	0.0481743202878591	High	Short	Short	Tlaxcala	Tlaxcala	site
4.50481609622075	-7.7029441412393	101	47	55	C	2024-03-05	6	HG	G-AN	64.02	52.13	116.15	36.75	11.79	6.86	2287	0.029	19.0306	-98.1133	19.03309	-98.123086	H	1.06647583450997	Medium	Medium	Long	Puebla	Puebla and Mexico City	site
7.04258084830096	-1.6812441739553	116	20	39	R	2024-01-28	2	M	AM	68.89	66.14	135.03	19.64	13.22	7.93	2473	0.026	19.4294	-98.2076	19.42366	-98.210617	M	0.713166054313031	High	Medium	Long	Tlaxcala	Tlaxcala	site
54.3044376222873	-14.4262717863794	42	59	110	C	2024-06-01	1	H	AM	59.77	72.93	132.7	0	10.56	6.55	2388	0.072	19.3975	-98.2631	19.38359	-98.272194	H	1.81922417262946	Medium	Long	Long	Tlaxcala	Tlaxcala	site
-1.49901742567295	-3.35074403375647	57	19	36	R	2024-01-16	15	HG	G	72.45	86.76	159.21	0	14.1	8.2	2304	0.012	19.3019	-98.2442	19.3022	-98.244275	H	0.034312849552686	High	Short	Short	Tlaxcala	Tlaxcala	site
-45.3316411232947	46.7231433073182	87	27	117	U	2024-06-12	3	M	AN	73.63	99.6	173.23	0	13.95	8.44	2266	0.035	19.3539	-99.1714	19.35281	-99.169	M	0.279753846586134	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
-1.9129074492857	1.66642882748449	102	48	99	C	2024-05-13	8	M	G-AM	56.22	53.23	109.45	36.35	11.41	6.55	2279	0.014	19.3294	-98.1864	19.33139	-98.185658	M	0.234837645902809	High	Short	Medium	Tlaxcala	Tlaxcala	site
4.11485499086063	2.19464127621241	58	22	45	U	2024-02-14	2	M	AM-G	64.02	55.99	120.01	31.82	12.95	7.28	2129	0.02	19.0843	-98.2374	19.08431	-98.237667	M	0.0281107720380677	High	Short	Short	Puebla	Puebla and Mexico City	site
-14.9080903808255	19.0481297317042	88	28	118	U	2024-06-12	4	M	G-AM	69.33	87.04	156.37	0	12.7	7.69	2266	0.017	19.3554	-99.1717	19.3567	-99.17097	M	0.163770626440351	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
-30.0047963158791	10.4246335220926	103	51	108	U	2024-05-15	5	M	G-AM	70.17	57.41	127.58	44.15	13.57	7.45	2233	0.019	19.3228	-98.2468	19.32151	-98.246692	M	0.144049615294102	High	Short	Medium	Tlaxcala	Tlaxcala	site
7.85847128639929	3.34414977052055	118	24	114	U	2024-06-09	1	H	G	54.3	30.48	84.78	14.85	11.62	6.38	2236	0.013	19.3597	-99.1206	19.3597	-99.1206	H	0	High	Short	Short	Distrito Federal	Puebla and Mexico City	site
-16.7121760883546	22.2650148525877	59	25	116	U	2024-06-12	2	M	AN	73.69	34.35	108.04	12.43	14.95	9.12	2266	0.038	19.3538	-99.1714	19.35281	-99.169	M	0.275108545111405	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
2.4789626594759	5.20047493055656	89	29	118	U	2024-06-12	4	M	G-AM	69.33	87.04	156.37	0	12.7	7.69	2266	0.028	19.3553	-99.1716	19.3567	-99.17097	M	0.169311801147576	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
-6.05435005312517	5.52400693490097	104	52	106	U	2024-05-15	3	H	AM	65.21	68.99	134.2	7.64	13.16	6.66	2233	0.014	19.3225	-98.2467	19.32151	-98.246692	H	0.110209500114721	High	Short	Medium	Tlaxcala	Tlaxcala	site
10.5919590446635	6.43669058659214	119	31	121	U	2024-06-12	7	H	G-AM	62.1	71.17	133.27	0	11.82	6.74	2266	0.02	19.3533	-99.172	19.3567	-99.17097	H	0.393642647093786	High	Short	Long	Distrito Federal	Puebla and Mexico City	site
-3.8080422182691	22.1373285406659	60	26	116	U	2024-06-12	2	M	AN	73.69	34.35	108.04	12.43	14.95	9.12	2266	0.03	19.3537	-99.1714	19.35281	-99.169	M	0.270841372554944	High	Short	Medium	Distrito Federal	Puebla and Mexico City	site
18.8967818779218	43.0120379566644	90	30	120	U	2024-06-12	6	M	G-AM	67.63	95.07	162.7	0	12.45	7.53	2266	0.026	19.3525	-99.1717	19.3567	-99.17097	M	0.473786645689368	High	Short	Long	Distrito Federal	Puebla and Mexico City	site
3.72133217085867	-1.06387244182957	120	36	128	U	2024-06-14	1	H	G-AM	66.8	42.57	109.37	15.9	11.12	7.11	2320	0.035	19.3206	-99.1938	19.32066	-99.19369	H	0.0133469606981582	High	Short	Short	Distrito Federal	Puebla and Mexico City	site
